招生学院	所在校区	一级学科	报考专业代码	二级学科	专硕or学硕	一年学费	排名方式	专业学制	专业说明	政治	外语	业务课一	业务课二	科目一	科目二	初试参考书名称	作者	版本号	出版社	说明	初试参考书图片名称	复试参考书名称	作者	版本号	出版社	说明	复试参考书图片名称	拟录取名单	复试名单	2021	2020	2019	2018
工程学院	崂山校区	0811控制科学与工程	081101	控制理论与控制工程	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	842自动控制理论	F0902电子技术综合		自动控制原理#现代控制理论	胡寿松#刘豹	第七版#第三版	科学出版社#机械工业出版社	重点参考本书，拉分点主要还在简答题上，大家要留意既有常规考题，又有一些相对冷门的考点，这就要求大家对待知识点要细致#现控详细些，可以参考，重点还是胡老师的那一本，这本学有余力可看	5.jpg#6.jpg	模拟电子技术基础#数字电子技术基础	童诗白#阎石	第五版#第六版	高等教育出版社#高等教育出版社	结合大纲梳理内容#结合大纲梳理内容	14.jpg#15.jpg	2021-2.xls	2021-2.xls#2020-2.xls	3#7#5#28.5%#-#263#-	3#13#6#53.8%#-#268#-	3#-#-#-#71#292#23.7:1	3#-#-#-#54#269#18:1
工程学院	崂山校区	0811控制科学与工程	081102	检测技术与自动化装置	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	842自动控制理论	F0902电子技术综合		自动控制原理#现代控制理论	胡寿松#刘豹	第七版#第三版	科学出版社#机械工业出版社	重点参考本书，拉分点主要还在简答题上，大家要留意既有常规考题，又有一些相对冷门的考点，这就要求大家对待知识点要细致#现控详细些，可以参考，重点还是胡老师的那一本，这本学有余力可看	5.jpg#6.jpg	模拟电子技术基础#数字电子技术基础	童诗白#阎石	第五版#第六版	高等教育出版社#高等教育出版社	结合大纲梳理内容#结合大纲梳理内容	14.jpg#15.jpg	2021-3.xls	2021-2.xls#2020-2.xls	4#1#2#0#-#263#-	4#0#4#0#-#268#-	3#-#-#-#11#-#292#3.7:1	3#-#-#-#19#269#6.3:1
工程学院	崂山校区	0811控制科学与工程	081104	模式识别与智能系统	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	842自动控制理论	F0902电子技术综合		自动控制原理#现代控制理论	胡寿松#刘豹	第七版#第三版	科学出版社#机械工业出版社	重点参考本书，拉分点主要还在简答题上，大家要留意既有常规考题，又有一些相对冷门的考点，这就要求大家对待知识点要细致#现控详细些，可以参考，重点还是胡老师的那一本，这本学有余力可看	5.jpg#6.jpg	模拟电子技术基础#数字电子技术基础	童诗白#阎石	第五版#第六版	高等教育出版社#高等教育出版社	结合大纲梳理内容#结合大纲梳理内容	14.jpg#15.jpg	2021-4.xls	2021-2.xls#2020-2.xls	1#2#3#0#-#263#-	5#4#5#0#-#268#-	4#-#-#-#25#292#6.3:1	4#-#-#-#13#269#3.3:1
工程学院	崂山校区	0811J2海洋机电装备与仪器	0811J2	海洋机电装备与仪器	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	976机电控制工程基础	F0903机械电子技术综合		控制工程基础	董景新	第四版	清华大学出版社	-	7.jpg	-	-	-	-	-	-	-	-#-	2#-#-#-#-#263#-	1#-#-#-#-#264#-	2#-#-#-#3#292#1.5:1	2#-#-#-#4#292#2:1
工程学院	崂山校区	0814土木工程	081402	结构工程	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	959 结构力学A	F0904土木工程综合考试		结构力学——基础教程#结构力学#10天搞定结构力学	龙驭球#于玲玲#李其林	第三版#第二版#-	高等教育出版社#中国电力出版社#-	结合大纲看书构建知识框架#结合了很多大学的真题分析，帮助大家见多识广#虽然上本教辅材料真题针对性很强，但是对于一些重难点依旧不够突出，大家可能只是看懂了，不会的还是不会，这本针对性更强，对于重难点更加突出	1.jpg#8.jpg#-	-	-	-	-	-	-	2021-6.xls	2021-3.xls#2020-3.xls	2#8#7#12.5%#-#324#-	1#3#7#0#-#264#-	1#-#-#-#28#303#28:1	2#-#-#-#50#310#25:1
工程学院	崂山校区	0814土木工程	081405	防灾减灾工程及防护工程（工程结构）	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	959 结构力学A	F0904土木工程综合考试		结构力学——基础教程#结构力学#10天搞定结构力学	龙驭球#于玲玲#李其林	第三版#第二版#-	高等教育出版社#中国电力出版社#-	结合大纲看书构建知识框架#结合了很多大学的真题分析，帮助大家见多识广#虽然上本教辅材料真题针对性很强，但是对于一些重难点依旧不够突出，大家可能只是看懂了，不会的还是不会，这本针对性更强，对于重难点更加突出	1.jpg#8.jpg#-	-	-	-	-	-	-	2021-7.xls	2021-3.xls#2020-3.xls	3#1#1#0#-#264#-	1#1#2#0#-#303#-	1#-#-#-#7#310#7:1	2#-#-#-#4#265#2:1
工程学院	崂山校区	0814土木工程	081406	桥梁与隧道工程	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	959 结构力学A	F0904土木工程综合考试		结构力学——基础教程#结构力学#10天搞定结构力学	龙驭球#于玲玲#李其林	第三版#第二版#-	高等教育出版社#中国电力出版社#-	结合大纲看书构建知识框架#结合了很多大学的真题分析，帮助大家见多识广#虽然上本教辅材料真题针对性很强，但是对于一些重难点依旧不够突出，大家可能只是看懂了，不会的还是不会，这本针对性更强，对于重难点更加突出	1.jpg#8.jpg#-	-	-	-	-	-	-	-	2021-3.xls#2020-3.xls	1#0#0#0#-#324#-	2#2#2#0#-#264#-	2#-#-#-#13#303#6.5:1	2#-#-#-#15#310#7.5:1
工程学院	崂山校区	0814土木工程	081405	防灾减灾工程及防护工程（工程管理）	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	848运筹学	F0905工程项目管理		运筹学#运筹学教程	《运筹学》教材编写组#胡运权	第四版#第五版	清华大学出版社#清华大学出版社	重点书目，配合同步习题全解做课后习题#辅助教材，适当扩充知识层面	9.jpg#10.jpg	工程项目管理	丁士昭	第二版	中国建筑出版社	结合复试大纲梳理知识点	16.jpg	2021-9.xls	2021-4.xls#2020-4.xls	5#7#7#0#-#356#-	7#11#11#0#-#339#-	8#-#-#-#37#324#4.6:1	5#-#-#-#58#330#11.6:1
工程学院	崂山校区	0815水利工程	081501	水文学与水资源	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	845水力学	F0906理论力学		水力学	吴持恭	第四版	高等教育出版社	建议使用第四版，第五版没有课后习题答案。上下册都需要 下册有部分内容不考 但是也需要。水力学下册 主要需要准备第九章泄水建筑物、第十章有压管中的非恒定流、第十二章液体运动的流场理论、第十三章边界层理论基础、第十四章恒定平面势流、第十五章渗流、第十八章相似原理。	11.jpg	理论力学#理论力学习题全解	哈尔滨工业大学#孙毅	第八版或第七版#第八版	高等教育出版社#高等教育出版社	贴合考纲，用来系统学习理论力学知识，重点是静力学、动力学、运动学等部分内容#结合本书学习课后习题	17.jpg#18.jpg	2021-10.xls	2021-5.xls#2020-5.xls	4#3#3#0#-#288#-	4#4#4#0#-#274#-	3#-#-#-#29#300#9.7:1	2#-#-#-#9#302#4.5:1
工程学院	崂山校区	0815水利工程	081505	港口、海岸及近海工程	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	845水力学	F0906理论力学		水力学	吴持恭	第四版	高等教育出版社	建议使用第四版，第五版没有课后习题答案。上下册都需要 下册有部分内容不考 但是也需要。水力学下册 主要需要准备第九章泄水建筑物、第十章有压管中的非恒定流、第十二章液体运动的流场理论、第十三章边界层理论基础、第十四章恒定平面势流、第十五章渗流、第十八章相似原理。	11.jpg	理论力学#理论力学习题全解	哈尔滨工业大学#孙毅	第八版或第七版#第八版	高等教育出版社#高等教育出版社	贴合考纲，用来系统学习理论力学知识，重点是静力学、动力学、运动学等部分内容#结合本书学习课后习题	17.jpg#18.jpg	2021-11.xls	2021-5.xls#2020-5.xls	26#45#40#11.1%#-#288#-	24#47#40#17.5%#-#274#-	10#-#-#-#93#300#9.3:1	10#-#-#-#72#307#7.2:1
工程学院	崂山校区	0815水利工程	0815Z1	海洋能利用技术	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	845水力学	F0906理论力学		水力学	吴持恭	第四版	高等教育出版社	建议使用第四版，第五版没有课后习题答案。上下册都需要 下册有部分内容不考 但是也需要。水力学下册 主要需要准备第九章泄水建筑物、第十章有压管中的非恒定流、第十二章液体运动的流场理论、第十三章边界层理论基础、第十四章恒定平面势流、第十五章渗流、第十八章相似原理。	11.jpg	理论力学#理论力学习题全解	哈尔滨工业大学#孙毅	第八版或第七版#第八版	高等教育出版社#高等教育出版社	贴合考纲，用来系统学习理论力学知识，重点是静力学、动力学、运动学等部分内容#结合本书学习课后习题	17.jpg#18.jpg	-	2021-5.xls#2020-5.xls	4#0#0#0#-#288#-	3#0#3#0#-#274#-	3#-#-#-#11#300#3.3:1	2#-#-#-#6#255#3:1
工程学院	崂山校区	0824船舶与海洋工程	082401	船舶与海洋结构物设计制造	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	960结构力学B	F0907船舶结构力学		船舶结构力学#结构力学——基础教程	陈铁云#龙驭球	-#第四版	上海交通大学出版社#高等教育出版社	船舶结构力部分较为简单，只看课本就可，看完课本以及课本例题就可以根据上交船舶结构力习题集来查漏补缺。#可结合李其林结构力学习题	3.jpg#1.jpg	-	-	-	-	-	-	2021-13.xls	2021-6.xls#2020-6.xls	4#9#7#22.2%#-#312#-	3#9#8#11.1%#-#254#-	5#-#-#-#9#260#1.8:1	-
工程学院	崂山校区	0824船舶与海洋工程	082402	轮机工程	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	301数学一	960结构力学B	F0907船舶结构力学		船舶结构力学#结构力学——基础教程	陈铁云#龙驭球	-#第四版	上海交通大学出版社#高等教育出版社	船舶结构力部分较为简单，只看课本就可，看完课本以及课本例题就可以根据上交船舶结构力习题集来查漏补缺。#可结合李其林结构力学习题	3.jpg#1.jpg	-	-	-	-	-	-	-	2021-6.xls#2020-6.xls	1#0#1#0#-#312#-	1#1#2#0#-#254#-	4#-#-#-#7#260#1.75:1	-
工程学院	崂山校区	0855机械	085500	机械（机械工程）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	204英语二	302数学二	915机械设计（含机械原理）	F0901机械工程综合		机械设计#机械原理	濮良贵#孙恒	第十版#第八版	高等教育出版社#高等教育出版社	每一章节都要构建好框架，整理笔记。一是自己写一遍印象要深刻许多，二是为后面的做题打好基础，拿过笔记来就能直接找到公式，提高效率。像齿轮这个章节，零零散散的知识点很多，如果不整理框架根本就没办法全部掌握。#看书以理解为主，不贪快，即使对某一部分的内容不感兴趣，也要慢慢读，一定要明确该部分的含义和说明的问题。	4.jpg#2.jpg	-	-	-	-	-	-	2021-15.xls	2021-7.xls#2020-7.xls	45#61#46#24.5%#-#303#-	39#59#47#20.3%#-#305#-	23#-#-#-#265#334#23:1	37#-#-#-#193#273#5.2:1
工程学院	崂山校区	0855机械	085500	机械（控制工程）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	842自动控制理论	F0902电子技术综合		自动控制原理#现代控制理论	胡寿松#刘豹	第六版或第七版#第三版	科学出版社#机械工业出版社	重点书目，课本例题会出原题，一定要重视，本书的重点是自控#现控部分讲解的很详细，现控推荐本书	5.jpg#6.jpg	模拟电子技术基础#数字电子技术基础	童诗白#阎石	第五版#第六版	高等教育出版社#高等教育出版社	涵盖大纲基本内容，内容较全#涵盖大纲基本内容，内容较全	14.jpg#15.jpg	2021-16.xls	2021-8.xls#2020-8.xls	39#34#39#11.8%#-#263#-	35#44#39#11.4%#-#264#-	20#-#-#-#153#284#7.7:1	26#-#-#-#134#260#5.2:1
工程学院	崂山校区	0858能源动力	085800	能源动力	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	979热工学与流体力学综合	F0909动力工程专业综合		热工基础#流体力学	童钧耕#吴望一	第三版#最新版	上海交通大学出版社#北京大学出版社	重点参考书目，结合大纲看课本#辅助性教材，考点不多	12.jpg#13.jpg	-	-	-	-	-	-	2021-17.xls	2021-9.xls#2020-9.xls	22#14#21#0#-#263#-	20#25#23#8%#-#264#-	10#-#-#-#59#287#5.9:1	10#-#-#-#55#265#5.5:1
工程学院	崂山校区	0859土木水利	085900	土木水利（建筑与土木工程）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	959 结构力学A	F0904土木工程综合		结构力学——基础教程#结构力学	龙驭球#于玲玲	第三版#第二版	高等教育出版社#中国电力出版社	959参考教材，第三版或第四版都可以，结合大纲看书及案例知识框架。#959结构力学辅导性教材	1.jpg#8.jpg		-	-	-	-	-	2021-18.xls	2021-10.xls#2020-10.xls	31#29#31#0#-#263#-	24#20#27#0#-#264#-	18#-#-#-#136#338#7.56:1	19#-#-#-#128#316#6.7:1
工程学院	崂山校区	0859土木水利	085900	土木水利（水利工程）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	845水力学	F0906理论力学		水力学	吴持恭	第四版	高等教育出版社	建议使用第四版，第五版没有课后习题答案。上下册都需要 下册有部分内容不考 但是也需要。水力学下册 主要需要准备第九章泄水建筑物、第十章有压管中的非恒定流、第十二章液体运动的流场理论、第十三章边界层理论基础、第十四章恒定平面势流、第十五章渗流、第十八章相似原理。	11.jpg	理论力学#理论力学习题全解	哈尔滨工业大学#孙毅	第八版或第七版#第八版	高等教育出版社#高等教育出版社	贴合考纲，用来系统学习理论力学知识，重点是静力学、动力学、运动学等部分内容#结合本书学习课后习题	17.jpg#18.jpg	2021-19.xls	2021-11.xls#2020-11.xls	34#24#34#0#-#263#-	31#17#34#0#-#264#-	32#-#-#-#177#315#5.5:1	30#-#-#-#131#311#4.3:1
